# Op -75.381092 4.492298 2495
# Pp -75.38788 4.487717 2712
# A 4.466944 4.500833 -75.37 -75.40472
# cenith[rad] azimuth[rad] distance[km]
2.208375788237723347e-01 2.130014066719610188e-01 0.000000000000000000e+00
2.208375788237723347e-01 2.243994752564137385e-01 0.000000000000000000e+00
2.208375788237723347e-01 2.357975438408665136e-01 0.000000000000000000e+00
2.208375788237723347e-01 2.471956124253192888e-01 0.000000000000000000e+00
2.208375788237723347e-01 2.585936810097720917e-01 0.000000000000000000e+00
2.208375788237723347e-01 2.699917495942247836e-01 0.000000000000000000e+00
2.208375788237723347e-01 2.813898181786775865e-01 0.000000000000000000e+00
2.208375788237723347e-01 2.927878867631303339e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.041859553475831368e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.155840239320358842e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.269820925164886316e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.383801611009413790e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.497782296853941819e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.611762982698469293e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.725743668542997322e-01 0.000000000000000000e+00
2.208375788237723347e-01 3.839724354387524796e-01 0.000000000000000000e+00
2.101518895258478459e-01 -1.745329251994329478e-01 0.000000000000000000e+00
2.101518895258478459e-01 -1.631348566149801727e-01 0.000000000000000000e+00
2.101518895258478459e-01 -1.517367880305274253e-01 0.000000000000000000e+00
2.101518895258478459e-01 -1.403387194460746501e-01 0.000000000000000000e+00
2.101518895258478459e-01 -1.289406508616219027e-01 0.000000000000000000e+00
2.101518895258478459e-01 -1.175425822771691275e-01 0.000000000000000000e+00
2.101518895258478459e-01 -1.061445136927163663e-01 0.000000000000000000e+00
2.101518895258478459e-01 -9.474644510826360500e-02 0.000000000000000000e+00
2.101518895258478459e-01 -8.334837652381084372e-02 0.000000000000000000e+00
2.101518895258478459e-01 -7.195030793935808244e-02 0.000000000000000000e+00
2.101518895258478459e-01 -6.055223935490532117e-02 0.000000000000000000e+00
2.101518895258478459e-01 -4.915417077045255989e-02 0.000000000000000000e+00
2.101518895258478459e-01 -3.775610218599978474e-02 0.000000000000000000e+00
2.101518895258478459e-01 -2.635803360154704081e-02 0.000000000000000000e+00
2.101518895258478459e-01 -1.495996501709426219e-02 0.000000000000000000e+00
2.101518895258478459e-01 -3.561896432641516088e-03 0.000000000000000000e+00
2.101518895258478459e-01 7.836172151811260367e-03 0.000000000000000000e+00
2.101518895258478459e-01 1.923424073626403899e-02 0.000000000000000000e+00
2.101518895258478459e-01 3.063230932071678292e-02 0.000000000000000000e+00
2.101518895258478459e-01 4.203037790516955807e-02 0.000000000000000000e+00
2.101518895258478459e-01 5.342844648962230547e-02 0.000000000000000000e+00
2.101518895258478459e-01 6.482651507407508062e-02 0.000000000000000000e+00
2.101518895258478459e-01 7.622458365852782802e-02 0.000000000000000000e+00
2.101518895258478459e-01 8.762265224298060318e-02 0.000000000000000000e+00
2.101518895258478459e-01 9.902072082743337833e-02 0.000000000000000000e+00
2.101518895258478459e-01 1.104187894118861674e-01 0.000000000000000000e+00
2.101518895258478459e-01 1.218168579963388731e-01 0.000000000000000000e+00
2.101518895258478459e-01 1.332149265807916483e-01 0.000000000000000000e+00
2.101518895258478459e-01 1.446129951652444234e-01 0.000000000000000000e+00
2.101518895258478459e-01 1.560110637496971986e-01 0.000000000000000000e+00
2.101518895258478459e-01 1.674091323341499182e-01 0.000000000000000000e+00
2.101518895258478459e-01 1.788072009186026934e-01 0.000000000000000000e+00
2.101518895258478459e-01 1.902052695030554685e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.016033380875082437e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.130014066719610188e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.243994752564137385e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.357975438408665136e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.471956124253192888e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.585936810097720917e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.699917495942247836e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.813898181786775865e-01 0.000000000000000000e+00
2.101518895258478459e-01 2.927878867631303339e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.041859553475831368e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.155840239320358842e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.269820925164886316e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.383801611009413790e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.497782296853941819e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.611762982698469293e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.725743668542997322e-01 0.000000000000000000e+00
2.101518895258478459e-01 3.839724354387524796e-01 0.000000000000000000e+00
1.994662002279233848e-01 -1.745329251994329478e-01 0.000000000000000000e+00
1.994662002279233848e-01 -1.631348566149801727e-01 0.000000000000000000e+00
1.994662002279233848e-01 -1.517367880305274253e-01 0.000000000000000000e+00
1.994662002279233848e-01 -1.403387194460746501e-01 0.000000000000000000e+00
1.994662002279233848e-01 -1.289406508616219027e-01 0.000000000000000000e+00
1.994662002279233848e-01 -1.175425822771691275e-01 0.000000000000000000e+00
1.994662002279233848e-01 -1.061445136927163663e-01 0.000000000000000000e+00
1.994662002279233848e-01 -9.474644510826360500e-02 0.000000000000000000e+00
1.994662002279233848e-01 -8.334837652381084372e-02 0.000000000000000000e+00
1.994662002279233848e-01 -7.195030793935808244e-02 0.000000000000000000e+00
1.994662002279233848e-01 -6.055223935490532117e-02 0.000000000000000000e+00
1.994662002279233848e-01 -4.915417077045255989e-02 0.000000000000000000e+00
1.994662002279233848e-01 -3.775610218599978474e-02 0.000000000000000000e+00
1.994662002279233848e-01 -2.635803360154704081e-02 0.000000000000000000e+00
1.994662002279233848e-01 -1.495996501709426219e-02 0.000000000000000000e+00
1.994662002279233848e-01 -3.561896432641516088e-03 0.000000000000000000e+00
1.994662002279233848e-01 7.836172151811260367e-03 0.000000000000000000e+00
1.994662002279233848e-01 1.923424073626403899e-02 0.000000000000000000e+00
1.994662002279233848e-01 3.063230932071678292e-02 0.000000000000000000e+00
1.994662002279233848e-01 4.203037790516955807e-02 0.000000000000000000e+00
1.994662002279233848e-01 5.342844648962230547e-02 0.000000000000000000e+00
1.994662002279233848e-01 6.482651507407508062e-02 0.000000000000000000e+00
1.994662002279233848e-01 7.622458365852782802e-02 0.000000000000000000e+00
1.994662002279233848e-01 8.762265224298060318e-02 0.000000000000000000e+00
1.994662002279233848e-01 9.902072082743337833e-02 0.000000000000000000e+00
1.994662002279233848e-01 1.104187894118861674e-01 0.000000000000000000e+00
1.994662002279233848e-01 1.218168579963388731e-01 0.000000000000000000e+00
1.994662002279233848e-01 1.332149265807916483e-01 0.000000000000000000e+00
1.994662002279233848e-01 1.446129951652444234e-01 0.000000000000000000e+00
1.994662002279233848e-01 1.560110637496971986e-01 0.000000000000000000e+00
1.994662002279233848e-01 1.674091323341499182e-01 0.000000000000000000e+00
1.994662002279233848e-01 1.788072009186026934e-01 0.000000000000000000e+00
1.994662002279233848e-01 1.902052695030554685e-01 0.000000000000000000e+00
1.994662002279233848e-01 2.016033380875082437e-01 3.644621808854799916e+00
1.994662002279233848e-01 2.130014066719610188e-01 0.000000000000000000e+00
1.994662002279233848e-01 2.243994752564137385e-01 0.000000000000000000e+00
1.994662002279233848e-01 2.357975438408665136e-01 0.000000000000000000e+00
1.994662002279233848e-01 2.471956124253192888e-01 2.430087826358932723e+00
1.994662002279233848e-01 2.585936810097720917e-01 0.000000000000000000e+00
1.994662002279233848e-01 2.699917495942247836e-01 0.000000000000000000e+00
1.994662002279233848e-01 2.813898181786775865e-01 2.430340686125503691e+00
1.994662002279233848e-01 2.927878867631303339e-01 3.645636338722463954e+00
1.994662002279233848e-01 3.041859553475831368e-01 4.861013588213463521e+00
1.994662002279233848e-01 3.155840239320358842e-01 3.645884004350651963e+00
1.994662002279233848e-01 3.269820925164886316e-01 2.430671612222434330e+00
1.994662002279233848e-01 3.383801611009413790e-01 0.000000000000000000e+00
1.994662002279233848e-01 3.497782296853941819e-01 0.000000000000000000e+00
1.994662002279233848e-01 3.611762982698469293e-01 0.000000000000000000e+00
1.994662002279233848e-01 3.725743668542997322e-01 0.000000000000000000e+00
1.994662002279233848e-01 3.839724354387524796e-01 0.000000000000000000e+00
1.887805109299988959e-01 -1.745329251994329478e-01 0.000000000000000000e+00
1.887805109299988959e-01 -1.631348566149801727e-01 0.000000000000000000e+00
1.887805109299988959e-01 -1.517367880305274253e-01 0.000000000000000000e+00
1.887805109299988959e-01 -1.403387194460746501e-01 0.000000000000000000e+00
1.887805109299988959e-01 -1.289406508616219027e-01 0.000000000000000000e+00
1.887805109299988959e-01 -1.175425822771691275e-01 0.000000000000000000e+00
1.887805109299988959e-01 -1.061445136927163663e-01 0.000000000000000000e+00
1.887805109299988959e-01 -9.474644510826360500e-02 0.000000000000000000e+00
1.887805109299988959e-01 -8.334837652381084372e-02 0.000000000000000000e+00
1.887805109299988959e-01 -7.195030793935808244e-02 0.000000000000000000e+00
1.887805109299988959e-01 -6.055223935490532117e-02 0.000000000000000000e+00
1.887805109299988959e-01 -4.915417077045255989e-02 0.000000000000000000e+00
1.887805109299988959e-01 -3.775610218599978474e-02 0.000000000000000000e+00
1.887805109299988959e-01 -2.635803360154704081e-02 0.000000000000000000e+00
1.887805109299988959e-01 -1.495996501709426219e-02 0.000000000000000000e+00
1.887805109299988959e-01 -3.561896432641516088e-03 0.000000000000000000e+00
1.887805109299988959e-01 7.836172151811260367e-03 0.000000000000000000e+00
1.887805109299988959e-01 1.923424073626403899e-02 0.000000000000000000e+00
1.887805109299988959e-01 3.063230932071678292e-02 0.000000000000000000e+00
1.887805109299988959e-01 4.203037790516955807e-02 0.000000000000000000e+00
1.887805109299988959e-01 5.342844648962230547e-02 0.000000000000000000e+00
1.887805109299988959e-01 6.482651507407508062e-02 0.000000000000000000e+00
1.887805109299988959e-01 7.622458365852782802e-02 0.000000000000000000e+00
1.887805109299988959e-01 8.762265224298060318e-02 0.000000000000000000e+00
1.887805109299988959e-01 9.902072082743337833e-02 0.000000000000000000e+00
1.887805109299988959e-01 1.104187894118861674e-01 0.000000000000000000e+00
1.887805109299988959e-01 1.218168579963388731e-01 0.000000000000000000e+00
1.887805109299988959e-01 1.332149265807916483e-01 0.000000000000000000e+00
1.887805109299988959e-01 1.446129951652444234e-01 0.000000000000000000e+00
1.887805109299988959e-01 1.560110637496971986e-01 0.000000000000000000e+00
1.887805109299988959e-01 1.674091323341499182e-01 0.000000000000000000e+00
1.887805109299988959e-01 1.788072009186026934e-01 2.429577668779016708e+00
1.887805109299988959e-01 1.902052695030554685e-01 3.644494197902480970e+00
1.887805109299988959e-01 2.016033380875082437e-01 1.700823685996697066e+01
1.887805109299988959e-01 2.130014066719610188e-01 3.644749581431026453e+00
1.887805109299988959e-01 2.243994752564137385e-01 4.859836438737126230e+00
1.887805109299988959e-01 2.357975438408665136e-01 9.720013177256371151e+00
1.887805109299988959e-01 2.471956124253192888e-01 1.458052787767317504e+01
1.887805109299988959e-01 2.585936810097720917e-01 1.215086169990689413e+01
1.887805109299988959e-01 2.699917495942247836e-01 7.290770226684218258e+00
1.887805109299988959e-01 2.813898181786775865e-01 1.701238373910511825e+01
1.887805109299988959e-01 2.927878867631303339e-01 2.551945250720838843e+01
1.887805109299988959e-01 3.041859553475831368e-01 2.552032396719395990e+01
1.887805109299988959e-01 3.155840239320358842e-01 1.822942216050709163e+01
1.887805109299988959e-01 3.269820925164886316e-01 9.722686989237041999e+00
1.887805109299988959e-01 3.383801611009413790e-01 2.430753410760400524e+00
1.887805109299988959e-01 3.497782296853941819e-01 4.861669798449494984e+00
1.887805109299988959e-01 3.611762982698469293e-01 3.646372914835486867e+00
1.887805109299988959e-01 3.725743668542997322e-01 2.430995199776025739e+00
1.887805109299988959e-01 3.839724354387524796e-01 0.000000000000000000e+00
1.780948216320744348e-01 -1.745329251994329478e-01 0.000000000000000000e+00
1.780948216320744348e-01 -1.631348566149801727e-01 0.000000000000000000e+00
1.780948216320744348e-01 -1.517367880305274253e-01 0.000000000000000000e+00
1.780948216320744348e-01 -1.403387194460746501e-01 0.000000000000000000e+00
1.780948216320744348e-01 -1.289406508616219027e-01 0.000000000000000000e+00
1.780948216320744348e-01 -1.175425822771691275e-01 0.000000000000000000e+00
1.780948216320744348e-01 -1.061445136927163663e-01 0.000000000000000000e+00
1.780948216320744348e-01 -9.474644510826360500e-02 0.000000000000000000e+00
1.780948216320744348e-01 -8.334837652381084372e-02 0.000000000000000000e+00
1.780948216320744348e-01 -7.195030793935808244e-02 0.000000000000000000e+00
1.780948216320744348e-01 -6.055223935490532117e-02 0.000000000000000000e+00
1.780948216320744348e-01 -4.915417077045255989e-02 0.000000000000000000e+00
1.780948216320744348e-01 -3.775610218599978474e-02 0.000000000000000000e+00
1.780948216320744348e-01 -2.635803360154704081e-02 0.000000000000000000e+00
1.780948216320744348e-01 -1.495996501709426219e-02 0.000000000000000000e+00
1.780948216320744348e-01 -3.561896432641516088e-03 0.000000000000000000e+00
1.780948216320744348e-01 7.836172151811260367e-03 0.000000000000000000e+00
1.780948216320744348e-01 1.923424073626403899e-02 0.000000000000000000e+00
1.780948216320744348e-01 3.063230932071678292e-02 0.000000000000000000e+00
1.780948216320744348e-01 4.203037790516955807e-02 0.000000000000000000e+00
1.780948216320744348e-01 5.342844648962230547e-02 0.000000000000000000e+00
1.780948216320744348e-01 6.482651507407508062e-02 0.000000000000000000e+00
1.780948216320744348e-01 7.622458365852782802e-02 0.000000000000000000e+00
1.780948216320744348e-01 8.762265224298060318e-02 0.000000000000000000e+00
1.780948216320744348e-01 9.902072082743337833e-02 0.000000000000000000e+00
1.780948216320744348e-01 1.104187894118861674e-01 0.000000000000000000e+00
1.780948216320744348e-01 1.218168579963388731e-01 0.000000000000000000e+00
1.780948216320744348e-01 1.332149265807916483e-01 0.000000000000000000e+00
1.780948216320744348e-01 1.446129951652444234e-01 4.858645204208929869e+00
1.780948216320744348e-01 1.560110637496971986e-01 9.717630345028336336e+00
1.780948216320744348e-01 1.674091323341499182e-01 6.073731753964284330e+00
1.780948216320744348e-01 1.788072009186026934e-01 1.822183494107351009e+01
1.780948216320744348e-01 1.902052695030554685e-01 2.915595820969145890e+01
1.780948216320744348e-01 2.016033380875082437e-01 5.345446252397812259e+01
1.780948216320744348e-01 2.130014066719610188e-01 4.738175220857732484e+01
1.780948216320744348e-01 2.243994752564137385e-01 4.130861444723297637e+01
1.780948216320744348e-01 2.357975438408665136e-01 4.738506779833799953e+01
1.780948216320744348e-01 2.471956124253192888e-01 6.196724722857779710e+01
1.780948216320744348e-01 2.585936810097720917e-01 6.804482962758332576e+01
1.780948216320744348e-01 2.699917495942247836e-01 6.197154349759389902e+01
1.780948216320744348e-01 2.813898181786775865e-01 7.169504729571801249e+01
1.780948216320744348e-01 2.927878867631303339e-01 6.562145011991042054e+01
1.780948216320744348e-01 3.041859553475831368e-01 6.076267816811184730e+01
1.780948216320744348e-01 3.155840239320358842e-01 5.590356505442731816e+01
1.780948216320744348e-01 3.269820925164886316e-01 4.010608719313737680e+01
1.780948216320744348e-01 3.383801611009413790e-01 2.916904414368418230e+01
1.780948216320744348e-01 3.497782296853941819e-01 2.552376648643708634e+01
1.780948216320744348e-01 3.611762982698469293e-01 2.187823832696078341e+01
1.780948216320744348e-01 3.725743668542997322e-01 1.337047344971018958e+01
1.780948216320744348e-01 3.839724354387524796e-01 7.293222833889615231e+00
1.674091323341499737e-01 -1.745329251994329478e-01 0.000000000000000000e+00
1.674091323341499737e-01 -1.631348566149801727e-01 0.000000000000000000e+00
1.674091323341499737e-01 -1.517367880305274253e-01 0.000000000000000000e+00
1.674091323341499737e-01 -1.403387194460746501e-01 0.000000000000000000e+00
1.674091323341499737e-01 -1.289406508616219027e-01 0.000000000000000000e+00
1.674091323341499737e-01 -1.175425822771691275e-01 0.000000000000000000e+00
1.674091323341499737e-01 -1.061445136927163663e-01 0.000000000000000000e+00
1.674091323341499737e-01 -9.474644510826360500e-02 0.000000000000000000e+00
1.674091323341499737e-01 -8.334837652381084372e-02 0.000000000000000000e+00
1.674091323341499737e-01 -7.195030793935808244e-02 0.000000000000000000e+00
1.674091323341499737e-01 -6.055223935490532117e-02 0.000000000000000000e+00
1.674091323341499737e-01 -4.915417077045255989e-02 0.000000000000000000e+00
1.674091323341499737e-01 -3.775610218599978474e-02 0.000000000000000000e+00
1.674091323341499737e-01 -2.635803360154704081e-02 0.000000000000000000e+00
1.674091323341499737e-01 -1.495996501709426219e-02 0.000000000000000000e+00
1.674091323341499737e-01 -3.561896432641516088e-03 0.000000000000000000e+00
1.674091323341499737e-01 7.836172151811260367e-03 0.000000000000000000e+00
1.674091323341499737e-01 1.923424073626403899e-02 0.000000000000000000e+00
1.674091323341499737e-01 3.063230932071678292e-02 0.000000000000000000e+00
1.674091323341499737e-01 4.203037790516955807e-02 0.000000000000000000e+00
1.674091323341499737e-01 5.342844648962230547e-02 0.000000000000000000e+00
1.674091323341499737e-01 6.482651507407508062e-02 0.000000000000000000e+00
1.674091323341499737e-01 7.622458365852782802e-02 0.000000000000000000e+00
1.674091323341499737e-01 8.762265224298060318e-02 0.000000000000000000e+00
1.674091323341499737e-01 9.902072082743337833e-02 3.643477900748138154e+00
1.674091323341499737e-01 1.104187894118861674e-01 2.429069202982347964e+00
1.674091323341499737e-01 1.218168579963388731e-01 4.858307055853668288e+00
1.674091323341499737e-01 1.332149265807916483e-01 1.457542784631385757e+01
1.674091323341499737e-01 1.446129951652444234e-01 2.186390395876335901e+01
1.674091323341499737e-01 1.560110637496971986e-01 3.522641193879952937e+01
1.674091323341499737e-01 1.674091323341499182e-01 4.616036429484894654e+01
1.674091323341499737e-01 1.788072009186026934e-01 6.438381857571677358e+01
1.674091323341499737e-01 1.902052695030554685e-01 7.167506433800359389e+01
1.674091323341499737e-01 2.016033380875082437e-01 9.718993338743734967e+01
1.674091323341499737e-01 2.130014066719610188e-01 1.166320076953529963e+02
1.674091323341499737e-01 2.243994752564137385e-01 1.239258484109013381e+02
1.674091323341499737e-01 2.357975438408665136e-01 1.251451786549614980e+02
1.674091323341499737e-01 2.471956124253192888e-01 1.166442318927628179e+02
1.674091323341499737e-01 2.585936810097720917e-01 1.409500104960722524e+02
1.674091323341499737e-01 2.699917495942247836e-01 1.458154066262248705e+02
1.674091323341499737e-01 2.813898181786775865e-01 1.446052685102458781e+02
1.674091323341499737e-01 2.927878867631303339e-01 1.239516291297645978e+02
1.674091323341499737e-01 3.041859553475831368e-01 1.130185868521959520e+02
1.674091323341499737e-01 3.155840239320358842e-01 1.130224299913798234e+02
1.674091323341499737e-01 3.269820925164886316e-01 9.844222002097302493e+01
1.674091323341499737e-01 3.383801611009413790e-01 7.899949888176101354e+01
1.674091323341499737e-01 3.497782296853941819e-01 5.712462075191994160e+01
1.674091323341499737e-01 3.611762982698469293e-01 4.740285041565658020e+01
1.674091323341499737e-01 3.725743668542997322e-01 3.646492856682991857e+01
1.674091323341499737e-01 3.839724354387524796e-01 2.795735487989244206e+01
1.567234430362254849e-01 -1.745329251994329478e-01 0.000000000000000000e+00
1.567234430362254849e-01 -1.631348566149801727e-01 0.000000000000000000e+00
1.567234430362254849e-01 -1.517367880305274253e-01 0.000000000000000000e+00
1.567234430362254849e-01 -1.403387194460746501e-01 0.000000000000000000e+00
1.567234430362254849e-01 -1.289406508616219027e-01 0.000000000000000000e+00
1.567234430362254849e-01 -1.175425822771691275e-01 0.000000000000000000e+00
1.567234430362254849e-01 -1.061445136927163663e-01 0.000000000000000000e+00
1.567234430362254849e-01 -9.474644510826360500e-02 0.000000000000000000e+00
1.567234430362254849e-01 -8.334837652381084372e-02 0.000000000000000000e+00
1.567234430362254849e-01 -7.195030793935808244e-02 0.000000000000000000e+00
1.567234430362254849e-01 -6.055223935490532117e-02 0.000000000000000000e+00
1.567234430362254849e-01 -4.915417077045255989e-02 0.000000000000000000e+00
1.567234430362254849e-01 -3.775610218599978474e-02 0.000000000000000000e+00
1.567234430362254849e-01 -2.635803360154704081e-02 0.000000000000000000e+00
1.567234430362254849e-01 -1.495996501709426219e-02 0.000000000000000000e+00
1.567234430362254849e-01 -3.561896432641516088e-03 0.000000000000000000e+00
1.567234430362254849e-01 7.836172151811260367e-03 0.000000000000000000e+00
1.567234430362254849e-01 1.923424073626403899e-02 0.000000000000000000e+00
1.567234430362254849e-01 3.063230932071678292e-02 0.000000000000000000e+00
1.567234430362254849e-01 4.203037790516955807e-02 0.000000000000000000e+00
1.567234430362254849e-01 5.342844648962230547e-02 0.000000000000000000e+00
1.567234430362254849e-01 6.482651507407508062e-02 0.000000000000000000e+00
1.567234430362254849e-01 7.622458365852782802e-02 3.643227991215292949e+00
1.567234430362254849e-01 8.762265224298060318e-02 7.286705421631348045e+00
1.567234430362254849e-01 9.902072082743337833e-02 1.457391197567939223e+01
1.567234430362254849e-01 1.104187894118861674e-01 2.793429768766081978e+01
1.567234430362254849e-01 1.218168579963388731e-01 2.793526638390695993e+01
1.567234430362254849e-01 1.332149265807916483e-01 4.615552490543194608e+01
1.567234430362254849e-01 1.446129951652444234e-01 6.194773602837457105e+01
1.567234430362254849e-01 1.560110637496971986e-01 8.745868508371967209e+01
1.567234430362254849e-01 1.674091323341499182e-01 1.093271816515146639e+02
1.567234430362254849e-01 1.788072009186026934e-01 1.299824285471394774e+02
1.567234430362254849e-01 1.902052695030554685e-01 1.457797956205129424e+02
1.567234430362254849e-01 2.016033380875082437e-01 1.676526448446708173e+02
1.567234430362254849e-01 2.130014066719610188e-01 1.737330985544674036e+02
1.567234430362254849e-01 2.243994752564137385e-01 1.749541390430772481e+02
1.567234430362254849e-01 2.357975438408665136e-01 1.858952672480632771e+02
1.567234430362254849e-01 2.471956124253192888e-01 1.931920126776793722e+02
1.567234430362254849e-01 2.585936810097720917e-01 1.859082073752583995e+02
1.567234430362254849e-01 2.699917495942247836e-01 1.968508033464702578e+02
1.567234430362254849e-01 2.813898181786775865e-01 1.859210665179070361e+02
1.567234430362254849e-01 2.927878867631303339e-01 1.737753339909726833e+02
1.567234430362254849e-01 3.041859553475831368e-01 1.628439926098052695e+02
1.567234430362254849e-01 3.155840239320358842e-01 1.567730582127095147e+02
1.567234430362254849e-01 3.269820925164886316e-01 1.446249976081614079e+02
1.567234430362254849e-01 3.383801611009413790e-01 1.239684480725877478e+02
1.567234430362254849e-01 3.497782296853941819e-01 9.480256475195211863e+01
1.567234430362254849e-01 3.611762982698469293e-01 7.657383692875802694e+01
1.567234430362254849e-01 3.725743668542997322e-01 6.442137459247669540e+01
1.567234430362254849e-01 3.839724354387524796e-01 5.348363698796054422e+01
1.460377537383010516e-01 -1.745329251994329478e-01 0.000000000000000000e+00
1.460377537383010516e-01 -1.631348566149801727e-01 0.000000000000000000e+00
1.460377537383010516e-01 -1.517367880305274253e-01 0.000000000000000000e+00
1.460377537383010516e-01 -1.403387194460746501e-01 0.000000000000000000e+00
1.460377537383010516e-01 -1.289406508616219027e-01 0.000000000000000000e+00
1.460377537383010516e-01 -1.175425822771691275e-01 0.000000000000000000e+00
1.460377537383010516e-01 -1.061445136927163663e-01 0.000000000000000000e+00
1.460377537383010516e-01 -9.474644510826360500e-02 0.000000000000000000e+00
1.460377537383010516e-01 -8.334837652381084372e-02 0.000000000000000000e+00
1.460377537383010516e-01 -7.195030793935808244e-02 0.000000000000000000e+00
1.460377537383010516e-01 -6.055223935490532117e-02 0.000000000000000000e+00
1.460377537383010516e-01 -4.915417077045255989e-02 0.000000000000000000e+00
1.460377537383010516e-01 -3.775610218599978474e-02 0.000000000000000000e+00
1.460377537383010516e-01 -2.635803360154704081e-02 0.000000000000000000e+00
1.460377537383010516e-01 -1.495996501709426219e-02 0.000000000000000000e+00
1.460377537383010516e-01 -3.561896432641516088e-03 0.000000000000000000e+00
1.460377537383010516e-01 7.836172151811260367e-03 0.000000000000000000e+00
1.460377537383010516e-01 1.923424073626403899e-02 0.000000000000000000e+00
1.460377537383010516e-01 3.063230932071678292e-02 0.000000000000000000e+00
1.460377537383010516e-01 4.203037790516955807e-02 0.000000000000000000e+00
1.460377537383010516e-01 5.342844648962230547e-02 0.000000000000000000e+00
1.460377537383010516e-01 6.482651507407508062e-02 3.643104021733322817e+00
1.460377537383010516e-01 7.622458365852782802e-02 1.821614057807028075e+01
1.460377537383010516e-01 8.762265224298060318e-02 2.671792104073004026e+01
1.460377537383010516e-01 9.902072082743337833e-02 4.007826271549269137e+01
1.460377537383010516e-01 1.104187894118861674e-01 6.194127416436585065e+01
1.460377537383010516e-01 1.218168579963388731e-01 7.530376880320187638e+01
1.460377537383010516e-01 1.332149265807916483e-01 1.044572476818066349e+02
1.460377537383010516e-01 1.446129951652444234e-01 1.202514941664634591e+02
1.460377537383010516e-01 1.560110637496971986e-01 1.409056653113110258e+02
1.460377537383010516e-01 1.674091323341499182e-01 1.639907806527303933e+02
1.460377537383010516e-01 1.788072009186026934e-01 1.931514695739128342e+02
1.460377537383010516e-01 1.902052695030554685e-01 1.968027319705030891e+02
1.460377537383010516e-01 2.016033380875082437e-01 1.955947559829061504e+02
1.460377537383010516e-01 2.130014066719610188e-01 2.186850242893769689e+02
1.460377537383010516e-01 2.243994752564137385e-01 2.296273103417346135e+02
1.460377537383010516e-01 2.357975438408665136e-01 2.259903271065638535e+02
1.460377537383010516e-01 2.471956124253192888e-01 2.259982037678940685e+02
1.460377537383010516e-01 2.585936810097720917e-01 2.284362336828550326e+02
1.460377537383010516e-01 2.699917495942247836e-01 2.369500499875682067e+02
1.460377537383010516e-01 2.813898181786775865e-01 2.333127218072733058e+02
1.460377537383010516e-01 2.927878867631303339e-01 2.321055263387453635e+02
1.460377537383010516e-01 3.041859553475831368e-01 2.211761834958867041e+02
1.460377537383010516e-01 3.155840239320358842e-01 2.078154646466508666e+02
1.460377537383010516e-01 3.269820925164886316e-01 1.968844643569710797e+02
1.460377537383010516e-01 3.383801611009413790e-01 1.665066467998613007e+02
1.460377537383010516e-01 3.497782296853941819e-01 1.458501030512259149e+02
1.460377537383010516e-01 3.611762982698469293e-01 1.239766930362612953e+02
1.460377537383010516e-01 3.725743668542997322e-01 1.057482974756075578e+02
1.460377537383010516e-01 3.839724354387524796e-01 9.845851690182256277e+01
1.353520644403765627e-01 -1.745329251994329478e-01 0.000000000000000000e+00
1.353520644403765627e-01 -1.631348566149801727e-01 0.000000000000000000e+00
1.353520644403765627e-01 -1.517367880305274253e-01 0.000000000000000000e+00
1.353520644403765627e-01 -1.403387194460746501e-01 0.000000000000000000e+00
1.353520644403765627e-01 -1.289406508616219027e-01 0.000000000000000000e+00
1.353520644403765627e-01 -1.175425822771691275e-01 0.000000000000000000e+00
1.353520644403765627e-01 -1.061445136927163663e-01 0.000000000000000000e+00
1.353520644403765627e-01 -9.474644510826360500e-02 0.000000000000000000e+00
1.353520644403765627e-01 -8.334837652381084372e-02 0.000000000000000000e+00
1.353520644403765627e-01 -7.195030793935808244e-02 0.000000000000000000e+00
1.353520644403765627e-01 -6.055223935490532117e-02 0.000000000000000000e+00
1.353520644403765627e-01 -4.915417077045255989e-02 0.000000000000000000e+00
1.353520644403765627e-01 -3.775610218599978474e-02 0.000000000000000000e+00
1.353520644403765627e-01 -2.635803360154704081e-02 0.000000000000000000e+00
1.353520644403765627e-01 -1.495996501709426219e-02 0.000000000000000000e+00
1.353520644403765627e-01 -3.561896432641516088e-03 0.000000000000000000e+00
1.353520644403765627e-01 7.836172151811260367e-03 0.000000000000000000e+00
